"provincia","count","lc0_desc","lc1_desc","lu1_desc"
"Soria","3","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","2","Grassland","Grassland with sparse tree/shrub cover","Semi-natural and natural areas not in use"
"Soria","2","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Grassland","Grassland without tree/shrub cover","Other abandoned areas"
"Soria","1","Woodland","Broadleaved woodland","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Bareland","Other bare soil","Forestry"
"Soria","1","Cropland","Other Leguminous  and mixtures for fodder","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Cropland","Cherry fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Woodland","Pine dominated mixed woodland","Semi-natural and natural areas not in use"
"Soria","1","Cropland","Pear fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Shrubland","Shrubland with sparse tree cover","Forestry"
"Soria","1","Cropland","Permanent industrial crops","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Woodland","Pine dominated coniferous woodland","Semi-natural and natural areas not in use"
"Soria","1","Shrubland","Shrubland with sparse tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Soria","1","Shrubland","Shrubland without tree cover","Energy production"
"Soria","1","Grassland","Spontaneously re-vegetated surfaces","Other abandoned areas"
"Soria","1","Shrubland","Shrubland without tree cover","Protection infrastructures"
"Tarragona","9","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","4","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","4","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","3","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","3","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","2","Cropland","Other fruit trees and berries","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","2","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","2","Cropland","Olive groves","Other abandoned areas"
"Tarragona","2","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","2","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Tarragona","1","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"Tarragona","1","Cropland","Pear fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","1","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","1","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Tarragona","1","Cropland","Nuts trees","Other abandoned areas"
"Tarragona","1","Cropland","Cherry fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Tarragona","1","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","22","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","19","Bareland","Other bare soil","Fallow land"
"Teruel","16","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Teruel","13","Cropland","Rye","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","12","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","9","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Teruel","8","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
"Teruel","8","Shrubland","Shrubland with sparse tree cover","Semi-natural and natural areas not in use"
"Teruel","7","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","7","Woodland","Other coniferous woodland","Semi-natural and natural areas not in use"
"Teruel","7","Woodland","Pine dominated coniferous woodland","Forestry"
"Teruel","3","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","3","Shrubland","Shrubland without tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","3","Grassland","Grassland without tree/shrub cover","Semi-natural and natural areas not in use"
"Teruel","3","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","3","Woodland","Broadleaved woodland","Forestry"
"Teruel","3","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","2","Cropland","Other Leguminous  and mixtures for fodder","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","2","Woodland","Other mixed woodland","Semi-natural and natural areas not in use"
"Teruel","2","Woodland","Other coniferous woodland","Forestry"
"Teruel","2","Shrubland","Shrubland with sparse tree cover","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","2","Woodland","Pine dominated coniferous woodland","Semi-natural and natural areas not in use"
"Teruel","2","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","1","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","1","Grassland","Grassland without tree/shrub cover","Other abandoned areas"
"Teruel","1","Woodland","Pine dominated mixed woodland","Forestry"
"Teruel","1","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Teruel","1","Grassland","Spontaneously re-vegetated surfaces","Semi-natural and natural areas not in use"
"Teruel","1","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","13","Bareland","Other bare soil","Fallow land"
"Toledo","10","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","9","Cropland","Olive groves","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","2","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","2","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","2","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","2","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Toledo","2","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Cropland","Tomatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Shrubland","Shrubland without tree cover","Fallow land"
"Toledo","1","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Toledo","1","Cropland","Other fibre and oleaginous crops","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Cropland","Nuts trees","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Artificial land","Other artificial areas","Electricity gas and thermal power distribution"
"Toledo","1","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Cropland","Mix of cereals","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Bareland","Other bare soil","Other abandoned areas"
"Toledo","1","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Toledo","1","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"Valencia / València","2","Cropland","Other citrus fruit","Agriculture (excluding fallow land and kitchen gardens)"
"Valencia / València","2","Cropland","Oranges","Agriculture (excluding fallow land and kitchen gardens)"
"Valencia / València","1","Bareland","Other bare soil","Fallow land"
"Valencia / València","1","Grassland","Spontaneously re-vegetated surfaces","Semi-natural and natural areas not in use"
"Valencia / València","1","Artificial land","Other artificial areas","Electricity gas and thermal power distribution"
"Valencia / València","1","Cropland","Other fruit trees and berries","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","32","Cropland","Barley","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","25","Cropland","Common wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","14","Cropland","Sunflower","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","13","Cropland","Dry pulses","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","9","Bareland","Other bare soil","Fallow land"
"Valladolid","8","Cropland","Lucerne","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","6","Cropland","Vineyards","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","5","Grassland","Spontaneously re-vegetated surfaces","Other abandoned areas"
"Valladolid","5","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","3","Cropland","Maize","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","3","Grassland","Spontaneously re-vegetated surfaces","Fallow land"
"Valladolid","3","Cropland","Potatoes","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","2","Cropland","Triticale","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","2","Cropland","Other root crops","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","2","Cropland","Durum wheat","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","1","Woodland","Pine dominated mixed woodland","Forestry"
"Valladolid","1","Grassland","Grassland with sparse tree/shrub cover","Semi-natural and natural areas not in use"
"Valladolid","1","Cropland","Rye","Fallow land"
"Valladolid","1","Grassland","Spontaneously re-vegetated surfaces","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","1","Cropland","Mix of cereals","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","1","Cropland","Rye","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","1","Woodland","Broadleaved woodland","Forestry"
"Valladolid","1","Cropland","Other fibre and oleaginous crops","Agriculture (excluding fallow land and kitchen gardens)"
"Valladolid","1","Cropland","Sugar beet","Agriculture (excluding fallow land and kitchen gardens)"
"Vizcaya","8","Woodland","Broadleaved woodland","Forestry"
"Vizcaya","8","Woodland","Pine dominated coniferous woodland","Forestry"
"Vizcaya","4","Grassland","Grassland without tree/shrub cover","Agriculture (excluding fallow land and kitchen gardens)"
"Vizcaya","2","Shrubland","Shrubland without tree cover","Semi-natural and natural areas not in use"
"Vizcaya","2","Woodland","Pine dominated mixed woodland","Forestry"
"Vizcaya","1","Bareland","Other bare soil","Fallow land"
"Vizcaya","1","Woodland","Broadleaved woodland","Agriculture (excluding fallow land and kitchen gardens)"
"Vizcaya","1","Cropland","Oats","Agriculture (excluding fallow land and kitchen gardens)"
"Vizcaya","1","Woodland","Broadleaved woodland","Semi-natural and natural areas not in use"
